,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
0,2014-07-29 10:32:00,0.31,1.47,,,
1,2014-07-29 11:32:00,1.15,1.89,1.15,,
2,2014-07-29 12:32:00,0.43,1.7799999999999998,,,
3,2014-07-29 13:32:00,0.2,1.1199999999999997,,,
4,2014-07-29 14:32:00,0.49,1.2799999999999996,,,
5,2014-07-29 15:32:00,0.59,1.8799999999999997,0.59,,
6,2014-07-29 16:32:00,0.8,1.5199999999999998,0.8,,
7,2014-07-29 20:32:00,0.49,1.1799999999999997,,,
8,2014-07-29 21:32:00,0.39,1.0299999999999996,,,
9,2014-07-30 01:32:00,0.56,1.1999999999999997,0.56,,
10,2014-07-30 02:32:00,0.41,1.1999999999999997,,,
11,2014-07-30 20:32:00,0.31,1.1399999999999997,,,
12,2014-07-30 21:32:00,0.32,1.4399999999999997,,,
13,2014-07-30 22:32:00,0.81,1.6399999999999997,0.81,,
14,2014-07-30 23:32:00,0.51,1.9799999999999998,0.51,,
15,2014-07-31 00:32:00,0.66,1.7599999999999998,0.66,,
16,2014-07-31 01:32:00,0.59,1.4099999999999997,0.59,,
17,2014-07-31 18:32:00,0.66,1.2399999999999998,0.66,,
18,2014-07-31 19:32:00,0.52,1.3599999999999997,0.52,,
19,2014-07-31 20:32:00,0.18,2.3899999999999997,,,
20,2014-07-31 21:32:00,1.69,2.4499999999999997,1.69,,
21,2014-07-31 22:32:00,0.58,2.6999999999999997,0.58,,
22,2014-07-31 23:32:00,0.43,1.1999999999999997,,,
23,2014-08-14 15:32:00,0.66,1.67,0.66,,
24,2014-08-14 16:32:00,0.76,1.43,0.76,,
25,2014-07-10 11:17:00,,,,0.14346550166204064,
26,2014-07-27 16:04:00,,,,0.018609006583085303,
