,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
0,2012-12-02 04:05:00,0.45,2.0300000000000002,,,
1,2012-12-02 05:05:00,1.06,1.5500000000000003,1.06,,
2,2012-12-02 06:05:00,0.04,1.1600000000000004,,,
3,2012-12-02 09:05:00,0.01,1.0600000000000003,,,
4,2012-12-02 10:05:00,0.99,1.0300000000000002,0.99,,
5,2012-12-02 11:05:00,0.03,1.0300000000000002,,,
6,2012-12-12 12:05:00,0.15,1.2100000000000004,,,
7,2012-12-26 12:05:00,0.17,1.1200000000000006,,,
8,2012-12-29 09:05:00,0.0,1.0600000000000005,,,
9,2012-12-29 10:05:00,1.06,1.1300000000000006,1.06,,
10,2012-12-29 11:05:00,0.07,1.1400000000000006,,,
11,2012-12-03 05:01:00,,,,2.792079011896985,
12,2012-12-05 08:01:00,,,,1.8128697469181239,
13,2012-12-13 18:50:00,,,,5.279444988911969,
14,2012-12-14 11:44:00,,,,3.5306724033437145,
15,2012-12-14 11:44:00,,,,3.5306724033437145,
16,2012-12-15 04:08:00,,,,3.524149994527044,
17,2012-12-27 22:35:00,,,,2.098367923133845,
18,2012-12-05 05:08:00,,,,1.5955175098016225,
19,2012-12-11 09:24:00,,,,0.8890195789685577,
20,2012-12-14 09:54:00,,,,3.2948226591223566,
21,2012-12-14 19:49:00,,,,2.850947718111396,
22,2012-12-21 08:20:00,,,,0.829497797292911,
23,2012-12-07 18:56:00,,,,,1.027012364776934
24,2012-12-12 15:26:00,,,,,1.026770070854218
25,2012-12-18 01:08:00,,,,,1.0269605149978214
26,2012-12-27 00:02:00,,,,,1.0268051163603085
