,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
0,2014-12-09 11:45:00,0.01,1.16,,,
1,2014-12-09 12:45:00,0.43,1.2,,,
2,2014-12-09 13:45:00,0.76,1.6199999999999999,0.76,,
3,2014-12-09 14:45:00,0.43,1.32,,,
4,2014-12-19 00:45:00,0.11,1.21,,,
5,2014-12-19 01:45:00,0.89,1.4,0.89,,
6,2014-12-19 02:45:00,0.4,1.3199999999999998,,,
7,2014-12-19 14:45:00,0.17,1.2599999999999998,,,
8,2014-12-19 15:45:00,1.08,1.2599999999999998,1.08,,
9,2014-12-19 16:45:00,0.01,1.0899999999999999,,,
10,2014-12-22 02:45:00,0.6,1.0999999999999999,0.6,,
11,2014-12-22 06:45:00,0.93,1.02,0.93,,
12,2014-12-22 07:45:00,0.09,1.04,,,
13,2015-01-02 13:45:00,0.86,1.28,0.86,,
14,2015-01-02 14:45:00,0.34,1.29,,,
15,2015-01-05 03:45:00,0.79,1.13,0.79,,
16,2015-01-05 04:45:00,0.34,1.13,,,
17,2015-01-20 08:45:00,0.02,1.7899999999999998,,,
18,2015-01-20 09:45:00,1.77,3.01,1.77,,
19,2015-01-20 10:45:00,1.22,3.0799999999999996,1.22,,
20,2015-01-20 11:45:00,0.09,1.4599999999999995,,,
21,2015-01-21 05:45:00,0.82,1.5199999999999996,0.82,,
22,2015-01-21 06:45:00,0.69,1.8799999999999997,0.69,,
23,2015-01-21 07:45:00,0.37,1.29,,,
24,2015-01-21 08:45:00,0.23,1.1,,,
25,2015-01-28 18:45:00,0.49,1.0900000000000003,,,
26,2015-01-28 19:45:00,0.55,1.2000000000000002,0.55,,
27,2015-01-29 00:45:00,0.27,1.25,,,
28,2015-01-29 01:45:00,0.98,1.33,0.98,,
29,2015-01-29 02:45:00,0.08,1.1500000000000001,,,
30,2015-01-29 15:45:00,0.41,1.85,,,
31,2015-01-29 16:45:00,1.28,1.9600000000000002,1.28,,
32,2015-01-29 17:45:00,0.27,1.7900000000000003,,,
33,2014-12-15 10:12:00,,,,0.05420413353099069,
34,2014-12-24 08:23:00,,,,0.08644211621328916,
35,2014-12-29 11:59:00,,,,0.054177457984497565,
36,2014-12-29 11:59:00,,,,0.054177457984497565,
37,2014-12-31 09:57:00,,,,0.04843700339285049,
38,2014-12-31 09:57:00,,,,0.04843700339285049,
39,2015-01-05 12:13:00,,,,0.05663778361143615,
40,2015-01-05 12:13:00,,,,0.05663778361143615,
41,2015-01-21 13:37:00,,,,0.10567517763470219,
42,2015-01-21 13:37:00,,,,0.10567517763470219,
43,2015-01-24 15:01:00,,,,0.10849768006901234,
44,2015-01-24 15:01:00,,,,0.10849768006901234,
45,2015-01-25 17:31:00,,,,0.08569170205022941,
46,2015-01-25 17:31:00,,,,0.08569170205022941,
47,2015-02-02 12:59:00,,,,0.24747345183020983,
48,2014-12-19 13:03:00,,,,0.012662825160142414,
49,2014-12-29 10:31:00,,,,0.02142033956854521,
50,2014-12-30 15:18:00,,,,0.022487667678468503,
51,2014-12-31 20:10:00,,,,0.025054145866159297,
52,2015-01-06 07:12:00,,,,0.028934562029254863,
53,2015-01-21 23:05:00,,,,0.039719680805019905,
54,2015-01-25 09:17:00,,,,0.0494010751445456,
55,2015-01-26 08:37:00,,,,0.04239775823000647,
56,2014-12-15 11:08:00,,,,,0.01861810722196769
57,2014-12-22 21:32:00,,,,,0.01870332811801711
