,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
0,2012-11-28 06:05:00,0.0,1.28,,,
1,2012-12-02 15:14:00,1.28,1.28,1.28,,
2,2012-12-02 16:05:00,0.0,1.28,,,
3,2012-12-12 12:05:00,0.15,1.2100000000000002,,,
4,2012-12-26 12:05:00,0.17,1.12,,,
5,2012-12-29 09:05:00,0.0,1.06,,,
6,2012-12-29 10:05:00,1.06,1.1300000000000001,1.06,,
7,2012-12-29 11:05:00,0.07,1.1400000000000001,,,
8,2012-12-03 16:45:00,,,,1.0653765964186592,
9,2012-12-06 06:11:00,,,,0.967331789057808,
10,2012-12-07 23:57:00,,,,0.7561673207976218,
11,2012-12-14 01:25:00,,,,0.8068545729342823,
12,2012-12-23 20:59:00,,,,1.9415772001349947,
13,2012-12-30 20:49:00,,,,1.4723292375020398,
14,2012-12-05 18:43:00,,,,0.1953121610837972,
15,2012-12-06 10:44:00,,,,0.19578403286980497,
16,2012-12-10 14:25:00,,,,0.20117317354772543,
17,2012-12-15 08:16:00,,,,0.22984621349439613,
18,2012-12-30 17:41:00,,,,0.23699658092762355,
19,2012-12-04 17:12:00,,,,,0.30541192401801837
20,2012-12-06 05:24:00,,,,,0.29460772605200386
21,2012-12-06 07:22:00,,,,,0.3047820948362592
22,2012-12-07 23:18:00,,,,,0.2986476741599374
23,2012-12-08 00:36:00,,,,,0.30178066600877246
24,2012-12-13 12:20:00,,,,,0.30546667944806005
25,2012-12-14 17:34:00,,,,,0.305430486643194
26,2012-12-23 20:01:00,,,,,0.3012323889124581
27,2012-12-23 22:32:00,,,,,0.30538082549292994
28,2012-12-30 19:52:00,,,,,0.29968826354119943
