,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
b,5/2/2012 17:09,1.78,2.01,1.78,,
b,5/2/2012 21:00,,,,,0.75
b,5/3/2012 11:33,,,,1.120282474,
b,5/7/2012 19:51,,,,,0.319383686
