,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,11/4/2012 12:00,,1,,,
a,11/5/2012 20:30,,,,,0.689113668
a,11/6/2012 11:22,,,,6.209069597,
a,11/8/2012 18:43,,,,,1.141841643
b,11/8/2012 21:18,0.69,1.41,0.69,,
b,11/9/2012 9:43,,,,,1.141841643
b,11/9/2012 23:09,,,,5.048068865,
b,11/16/2012 4:43,,,,,0.632956669
c,11/16/2012 16:18,0.86,1.15,0.86,,
c,11/16/2012 20:00,,,,,0.7
c,11/18/2012 21:23,,,,1.44057406,
c,11/23/2012 1:00,,,,,0.6
