,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
z,12/2/2012 15:14,1.28,1.28,,,
z,12/2/2012 23:14,,,,,0.24
z,12/3/2012 16:45,,,,1.065376596,
z,12/5/2012 18:43,,,,,0.195312161
a,12/12/2012 12:05,0.15,1.21,,,
a,12/13/2012 12:20,,,,,0.305473422
a,12/14/2012 1:25,,,,0.806872384,
a,12/14/2012 17:33,,,,,0.305669469
b,12/29/2012 10:05,1.06,1.13,1.06,,
b,12/30/2012 19:52,,,,,0.299694879
b,12/30/2012 20:49,,,,1.472361739,
b,12/31/2012 4:00,,,,,0.299694879
