,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,12/2/2012 5:05,1.06,1.55,1.06,,
a,12/2/2012 10:05,,,,,1.03928097
a,12/3/2012 5:01,,,,2.792657951,
a,12/7/2012 13:47,,,,,1.039579168
b,12/12/2012 12:05,0.15,1.21,,,
b,12/12/2012 15:49,,,,,1.039295498
b,12/13/2012 18:50,,,,5.280539684,
b,12/18/2012 0:19,,,,,1.039450475
c,12/26/2012 12:05,0.17,1.12,,,
c,12/27/2012 0:43,,,,,1.039423407
c,12/27/2012 22:35,,,,2.098803021,
c,1/1/2013 15:00,,,,,1.3
