,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,2/23/2012,2,2,2,,
a,2/25/2012 6:04,,,,,0.469627577
a,2/26/2012 6:20,,,,0.64657542,
a,2/27/2012 21:18,,,,,0.469684752
b,3/16/2012 10:09,1.96,3,1.96,,
b,3/18/2012 18:00,,,,,0.45
b,3/20/2012 3:00,,,,0.7,
b,3/22/2012 11:00,,,,,0.48
