,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,6/5/2013 9:15,1.08,1.71,1.08,,
a,6/5/2013 12:15,0.48,1.99,,,0.3
a,6/5/2013 13:15,1.29,2.02,1.29,24.7153127,
a,6/6/2013 3:44,,,,,0.161238479
