,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,5/22/2012 17:18,0.06,1.15,,,
a,5/23/2012 5:00,,,,,0.2
a,5/26/2012 0:36,,,,0.758210875,
a,6/3/2012 1:00,,,,,0.2
b,6/3/2012 8:00,,0.5,,,
b,6/3/2012 23:00,,,,,0.2
b,6/6/2012 12:00,,,,0.35,
b,6/15/2012 9:00,,,,,0.2
