,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,3/20/2012 5:09,0,1.23,,,
a,3/21/2012 21:00,,,,,0.032329939
a,3/23/2012 20:00,,,,0.043,
a,3/27/2012 7:00,,,,,0.032
