,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,1/11/2013 17:05,0.54,1.03,0.54,,
a,1/11/2013 23:26,,,,,0.361404648
a,1/12/2013 0:26,,,,2.782487877,
a,1/12/2013 7:44,,,,,0.376294333
b,1/12/2013 18:05,0.39,1.2,,,
b,1/12/2013 22:00,,,,,0.5
b,1/13/2013 2:54,,,,5.378359864,
b,1/15/2013 3:47,,,,,0.701181214
c,1/31/2013 11:05,0.64,1.08,0.64,,
c,1/31/2013 20:39,,,,,0.374975229
c,2/1/2013 6:45,,,,1.958564424,
c,2/2/2013 21:24,,,,,0.714181319
