,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,8/9/2012 8:20,0.96,1.25,0.96,,
a,8/11/2012 19:00,,,,,0.1
a,8/14/2012 17:00,,,,0.21,
a,8/24/2012 1:00,,,,,0.1
b,9/2/2012 2:20,1.31,1.88,0.56,,
b,9/2/2012 18:48,,,,,0.151686292
b,9/3/2012 8:09,,,,2.373229292,
b,9/12/2012 14:00,,,,,0.2
