,date,rain,Rol_sum_3hr,high_rain_rate_hrly,NTU,baseline_pts
a,8/9/2012 8:20,0.96,1.25,0.96,,
a,8/9/2012 17:34,,,,,0.225110527
a,8/9/2012 23:04,,,,0.501849869,
a,8/11/2012 5:16,,,,,0.22510465
b,9/1/2012 4:20,1.31,1.88,1.31,,
b,9/1/2012 13:49,,,,,0.224934432
b,9/2/2012 6:08,,,,1.000331085,
b,9/2/2012 8:00,,,,,0.288852554
b,9/2/2012 8:20,0.42,1.56,,,
b,9/3/2012 3:37,,,,,0.288852554
b,9/3/2012 20:36,,,,1.093325602,
b,9/5/2012 8:35,,,,,0.709089296
