Date,Precip
4/1/2016,
4/2/2016,2.15
4/3/2016,1.78
4/4/2016,0.03
4/5/2016,0.15
4/6/2016,0.03
4/7/2016,0.08
4/8/2016,0.46
4/9/2016,0.03
4/10/2016,2.55
4/11/2016,2.97
4/12/2016,1.03
4/13/2016,0.58
4/14/2016,1.72
4/15/2016,1.45
4/16/2016,1.93
4/17/2016,0.35
4/18/2016,0.37
4/19/2016,0.62
4/20/2016,0.77
4/21/2016,0.07
4/22/2016,0
4/23/2016,1.98
4/24/2016,1.1
4/25/2016,0.03
4/26/2016,0.02
4/27/2016,1.25
4/28/2016,0
4/29/2016,0.45
4/30/2016,4.59
